Country Name,City,Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),Updated Year,Id
Australia,Adelaide,2013,7.25,16.87,8,2018,1
Australia,Adelaide,2014,7.1,16.66,9,2018,2
Australia,Adelaide,2015,7.45,16.06,10,2018,3
Australia,Adelaide,2016,6.88,16.19,8,2018,4
Australia,Adelaide,2017,7.54,16.47,13,2022,5
Australia,Adelaide,2018,6.78,19.21,12,2022,6
Australia,Adelaide,2019,6.14,20.64,12,2022,7
Australia,Brisbane,2016,6.61,15.21,7,2018,8
Australia,Brisbane,2019,7.5,19.5,8,2022,9
Australia,Canberra,2019,13.9,21.93,9,2022,10
Australia,Central Coast,2019,10.5,21.1,8,2022,11
Australia,Darwin,2013,6.9,19.8,8,2018,12
Australia,Darwin,2014,8.1,21.7,8,2022,13
Australia,Darwin,2014,8.1,21.7,8,2018,14
Australia,Darwin,2015,8.6,22.4,5,2022,15
Australia,Darwin,2016,6.49,16.4,5,2022,16
Australia,Darwin,2016,6.5,16.4,5,2018,17
Australia,Darwin,2017,7,17,6,2022,18
Australia,Darwin,2018,8.7,17.95,4,2022,19
Australia,Darwin,2019,9.1,22.8,3,2022,20
Australia,Gladstone,2015,4.09,13.01,6,2018,21
Australia,Gladstone,2016,4.88,13.82,9,2018,22
Australia,Gladstone,2019,7.1,17.57,5,2022,23
Australia,Gold Coast,2019,8.3,19.7,6,2022,24
Australia,Gunnedah,2019,11.2,24.8,10,2022,25
Australia,Muswellbrook,2014,9.7,21.44,19,2018,26
Australia,Muswellbrook,2019,12.2,34.4,20,2022,27
Australia,Newcastle/Lower Hunter,2019,11.13,25.73,16,2022,28
Australia,Palmerston,2012,12,25.9,7,2018,29
Australia,Palmerston,2014,9.25,21.1,8,2022,30
Australia,Palmerston,2015,7.8,20.1,7,2022,31
Australia,Palmerston,2015,7.8,20.1,7,2018,32
Australia,Palmerston,2016,7.15,15.2,4,2022,33
Australia,Palmerston,2017,7.3,19.5,5,2022,34
Australia,Palmerston,2018,8.7,19.7,5,2022,35
Australia,Palmerston,2019,9.75,22,5,2022,36
Australia,Perth,2019,6.84,12.58,9,2022,37
Australia,Perth,2019,6.84,12.58,9,2022,38
Australia,Singleton,2016,7.85,19.3,17,2018,39
Australia,Singleton,2019,10.9,30.1,14,2022,40
Australia,Sydney,2016,7.88,16.51,15,2018,41
Australia,Sydney,2019,11.27,23.62,15,2022,42
Australia,Townsville,2019,7,20.2,4,2022,43
Australia,Wollongong/Illawarra,2013,7.75,16.92,12,2018,44
Australia,Wollongong/Illawarra,2014,7.01,17.05,11,2018,45
Australia,Wollongong/Illawarra,2019,8.8,22.53,10,2022,46
Australia,Wyong,2015,5.19,14.87,9,2018,47
Austria,Freistadt,2010,10.91,14.55,7,2022,48
Austria,Graz,2010,21.93,30,35,2022,49
Austria,Illmitz,2010,19.17,23.6,11,2022,50
Austria,Innsbruck,2010,16.11,22.83,29,2022,51
Austria,Klagenfurt,2010,18.12,24.87,38,2022,52
Austria,Linz,2010,20.49,27.8,34,2022,53
Austria,Salzburg,2010,18.23,24.66,40,2022,54
Austria,Sankt Pöelten,2010,19.29,27.46,32,2022,55
Austria,Stixneusiedl,2010,15.23,25,16,2022,56
Austria,Wels,2010,20.88,26.08,30,2022,57
Austria,Wien,2010,21.57,30.04,31,2022,58
Bahrain,Hidd,2019,36.72,119.46,56,2022,59
Bahrain,Sitra,2019,44.73,100.27,47,2022,60
Bangladesh,Barisal,2013,80,112,6,2018,61
Bangladesh,Barisal,2014,83,128,6,2018,62
Bangladesh,Barisal,2015,80,113,8,2018,63
Bangladesh,Barisal,2017,33.11,112.55,18,2022,64
Bangladesh,Barisal,2018,21.77,106.93,41,2022,65
Bangladesh,Chittagong,2013,66.05,113.45,26,2018,66
Bangladesh,Chittagong,2014,72.9,129,34,2018,67
Bangladesh,Chittagong,2015,65.6,91.05,44,2018,68
Bangladesh,Chittagong,2017,56.92,120.25,28,2022,69
Bangladesh,Chittagong,2017,56.92,120.25,28,2022,70
Bangladesh,Chittagong,2018,56.36,148.99,37,2022,71
Bangladesh,Dhaka,2013,85.83,142.33,62,2018,72
Bangladesh,Dhaka,2014,84.7,149.5,39,2018,73
Bangladesh,Dhaka,2015,81.57,146.5,74,2018,74
Bangladesh,Dhaka,2017,56.48,112.12,42,2022,75
Bangladesh,Dhaka,2018,108.73,189.25,37,2022,76
Bangladesh,Gazipur,2013,84.5,130,27,2018,77
Bangladesh,Gazipur,2014,89,154,52,2018,78
Bangladesh,Gazipur,2015,81.2,143,16,2018,79
Bangladesh,Gazipur,2017,62.61,131.52,43,2022,80
Bangladesh,Gazipur,2018,95.33,156.08,20,2022,81
Bangladesh,Khulna,2013,76,132,14,2018,82
Bangladesh,Khulna,2015,83.6,93.5,65,2018,83
Bangladesh,Khulna,2017,26.79,92,12,2022,84
Bangladesh,Khulna,2018,61.24,77.61,38,2022,85
Bangladesh,Narayangonj,2013,89.1,174,30,2018,86
Bangladesh,Narayangonj,2014,107,191,36,2018,87
Bangladesh,Narayangonj,2015,94.2,205,30,2018,88
Bangladesh,Narayangonj,2017,65.85,216.06,46,2022,89
Bangladesh,Narayangonj,2018,102.7,224.73,39,2022,90
Bangladesh,Rajshahi,2013,69.4,126,47,2018,91
Bangladesh,Rajshahi,2014,41.7,176,71,2018,92
Bangladesh,Rajshahi,2017,47.52,94.1,42,2022,93
Bangladesh,Sylhet,2013,59.1,105,15,2018,94
Bangladesh,Sylhet,2014,61.9,112,24,2018,95
Bangladesh,Sylhet,2015,61,111,46,2018,96
Bangladesh,Sylhet,2018,59.77,110.55,14,2022,97
Belgium,Antwerpen,2010,19.81,28.27,39,2022,98
Belgium,Brussels,2010,20.94,28.09,40,2022,99
Belgium,Bruxelles/Brussel,2010,16.98,27.06,30,2022,100
Belgium,Charleroi,2010,16.39,24.18,31,2022,101
Belgium,Corroy Le Grand,2010,15.21,20.89,23,2022,102
Belgium,Engis,2010,15.77,24.39,24,2022,103
Belgium,Evergem,2010,20.34,31.22,28,2022,104
Belgium,Gent,2010,20.52,31.25,30,2022,105
Belgium,Habay La Neuve,2010,11.8,16.23,13,2022,106
Belgium,Hasselt,2010,20.52,23.74,29,2022,107
Belgium,Liege,2010,14.85,27.03,30,2022,108
Belgium,Mons,2010,14.81,23.87,31,2022,109
Belgium,Namur,2019,9.4,17.95,24,2022,110
Belgium,Seraing,2010,17,25.6,31,2022,111
Belgium,Somme-Leuze,2010,12.67,17.61,16,2022,112
Belgium,Steenokkerzeel,2010,15.51,24.43,29,2022,113
Belgium,Veurne,2010,17.47,25.84,16,2022,114
Belgium,Vielsalm,2010,10.17,14.68,8,2022,115
Belgium,Viroinval,2010,11.2,16.29,9,2022,116
Brazil,Guarulhos,2018,17.06,28.35,28,2022,117
Brazil,Ibirite,2018,11.19,28.4,8,2022,118
Brazil,Ibirite,2019,12.31,27.76,11,2022,119
Brazil,Osasco,2018,21.62,39.16,45,2022,120
Brazil,Osasco,2019,20.71,43.13,45,2022,121
Brazil,Paulinia,2019,15.32,28.95,19,2022,122
Brazil,Piracicaba,2018,13.52,33.93,15,2022,123
Brazil,Piracicaba,2019,12.99,33.97,15,2022,124
Brazil,Ribeirao Preto,2019,13.94,32.52,9,2022,125
Brazil,Sao Caetano Do Sul,2018,17.64,28.67,34,2022,126
Brazil,Sao Caetano Do Sul,2019,16.91,28.17,30,2022,127
Brazil,Sao Jose Do Rio Preto,2018,14.79,27.05,21,2022,128
Brazil,Sao Jose Do Rio Preto,2019,14.81,26.09,19,2022,129
Brazil,Sao Paulo,2018,17.26,27.28,38,2022,130
Brazil,Sao Paulo,2019,16.67,29.01,39,2022,131
Brazil,Vila Velha,2018,10.02,18.08,16,2022,132
Bulgaria,Pernik,2010,31.8,59.19,32,2022,133
Bulgaria,Plovdiv,2010,34.99,58.7,41,2022,134
Bulgaria,Progled,2010,7.34,16.04,1,2022,135
Bulgaria,Ruse,2010,28.91,43,21,2022,136
Bulgaria,Sofia,2010,20.06,42.89,31,2022,137
Bulgaria,Stara Zagora,2010,23.69,36.42,22,2022,138
Bulgaria,Varna,2010,13.98,46.2,29,2022,139
Canada,Abbotsford,2015,6.6,13,16,2018,140
Canada,Abbotsford,2016,5,11.5,14,2022,141
Canada,Abbotsford,2017,6.5,12.5,16,2022,142
Canada,Abbotsford,2018,7,11.5,16,2022,143
Canada,Abbotsford,2019,5.5,11,15,2022,144
Canada,Brandon,2015,7.3,17.08,7,2018,145
Canada,Brandon,2017,7,17,9,2022,146
Canada,Brandon,2018,11,8,13,2022,147
Canada,Burnaby,2015,6.8,9,24,2018,148
Canada,Burnaby,2016,4.5,8.33,19,2022,149
Canada,Burnaby,2017,6,9.33,21,2022,150
Canada,Burnaby,2018,6,10,19,2022,151
Canada,Burnaby,2019,5,7.5,19,2022,152
Canada,Castlegar,2018,17,23,11,2022,153
Canada,Castlegar,2019,7,13,9,2022,154
Canada,Chilliwack,2015,6.6,12,17,2018,155
Canada,Chilliwack,2016,4,11,15,2022,156
Canada,Chilliwack,2017,7,12,15,2022,157
Canada,Chilliwack,2018,8,11,15,2022,158
Canada,Chilliwack,2019,6,10,15,2022,159
Canada,Fort Smith,2015,7.2,9.55,4,2018,160
Canada,Fort St John,2018,9,20,13,2022,161
Canada,Hope,2015,6.3,11,13,2018,162
Canada,Hope,2016,4,9,11,2022,163
Canada,Hope,2017,7,12,9,2022,164
Canada,Hope,2018,8,12,8,2022,165
Canada,Hope,2019,5,9,9,2022,166
Canada,Inuvik,2015,4.6,19.33,6,2018,167
Canada,Inuvik,2016,3,17,6,2022,168
Canada,Inuvik,2019,4,12,6,2022,169
Canada,Kelowna,2016,6,12,13,2022,170
Canada,Kelowna,2017,10,17,15,2022,171
Canada,Kelowna,2018,12,19,13,2022,172
Canada,Langdale,2015,6.3,9.73,10,2018,173
Canada,Langley,2015,7.3,11,12,2018,174
Canada,Langley,2016,5,9,11,2022,175
Canada,Langley,2017,7,10,11,2022,176
Canada,Langley,2018,7,11,11,2022,177
Canada,Langley,2019,6,10,11,2022,178
Canada,Marystown,2019,4,9,2,2022,179
Canada,Norman Wells,2016,4,18,4,2022,180
Canada,Norman Wells,2019,5,16,4,2022,181
Canada,Port Moody,2015,6.3,11,24,2018,182
Canada,Port Moody,2016,5,9,23,2022,183
Canada,Port Moody,2017,7,13,26,2022,184
Canada,Port Moody,2018,6,14,23,2022,185
Canada,Port Moody,2019,5,11,21,2022,186
Canada,Powell River,2016,2,6,4,2022,187
Canada,Prince George,2016,8,16,17,2022,188
Canada,Quesnel,2015,9.6,12.42,14,2018,189
Canada,Quesnel,2016,9,11,15,2022,190
Canada,Quesnel,2017,14,23,15,2022,191
Canada,Quesnel,2018,17,28,17,2022,192
Canada,Quesnel,2019,9,17,15,2022,193
Canada,Regina,2017,6,27,17,2022,194
Canada,Richmond,2015,6.05,13,24,2018,195
Canada,Richmond,2016,5,10,25,2022,196
Canada,Richmond,2017,6,11,27,2022,197
Canada,Richmond,2018,7,13,24,2022,198
Canada,Richmond,2019,5.5,12,25,2022,199
Canada,Smithers,2016,7,13,9,2022,200
Canada,Smithers,2017,8,13,9,2022,201
Canada,Smithers,2018,9,14,11,2022,202
Canada,Sudbury,2015,6.3,7.25,14,2018,203
Canada,Vernon,2017,11,24,19,2022,204
Canada,Vernon,2018,14,28,19,2022,205
Canada,Vernon,2019,8,22,17,2022,206
Canada,Williams Lake,2016,6,13,11,2022,207
Canada,Winnipeg,2015,5.95,22.36,13,2018,208
Canada,Winnipeg,2016,5.5,15,15,2022,209
Canada,Winnipeg,2017,5,12,10,2022,210
Canada,Winnipeg,2018,6,12,13,2022,211
Canada,Yellowknife,2015,8.5,15.58,6,2018,212
Canada,Yellowknife,2016,8,12,4,2022,213
Canada,Yellowknife,2017,5,19,8,2022,214
Canada,Yellowknife,2018,3,16,6,2022,215
Canada,Yellowknife,2019,4,15,2,2022,216
Chile,Calama,2019,6.83,37.07,16,2022,217
Chile,Chiguayante,2019,17.7,27.8,9,2022,218
Chile,Concon,2019,14.15,43.7,19,2022,219
Chile,Hualqui,2019,21.5,37.3,7,2022,220
Chile,Huasco,2019,11.07,36.2,16,2022,221
Chile,Puchuncavi,2019,14.53,39.17,16,2022,222
Chile,Quintero,2019,16.2,33.13,15,2022,223
Chile,Santiago,2019,25.42,72.21,44,2022,224
Chile,Talca,2019,20.33,41.8,17,2022,225
Chile,Talcahuano,2019,18.94,38.36,13,2022,226
Chile,Tome,2019,15.5,30.3,11,2022,227
Colombia,Itagui,2012,24,60,19,2018,228
Colombia,Itagui,2013,27.3,52,22,2018,229
Colombia,Itagui,2014,28.6,54.05,30,2018,230
Colombia,Itagui,2015,26.05,50.2,30,2018,231
Colombia,Medellin,2011,22,53,26,2018,232
Colombia,Medellin,2013,26.6,54.63,39,2018,233
Colombia,Medellin,2014,27.55,57.33,42,2018,234
Colombia,Medellin,2015,35.9,60.45,39,2018,235
Colombia,Santiago De Cali,2013,11.4,31.9,19,2018,236
Colombia,Santiago De Cali,2014,17.13,41.17,13,2018,237
Colombia,Santiago De Cali,2015,17.7,42.1,18,2018,238
Colombia,Santiago De Cali,2016,17.9,41.36,13,2018,239
Costa Rica,San Jose,2018,22,21.75,41,2022,240
Croatia,Rijeka,2018,10.94,24,12,2022,241
Cyprus,Ayia Marina,2010,15.71,30.32,3,2022,242
Cyprus,Nicosia,2010,23.29,57.51,34,2022,243
Cyprus,Nicosia,2016,13.97,31.57,17,2022,244
Cyprus,Nicosia,2017,14.77,33.63,18,2022,245
Cyprus,Nicosia,2018,14.5,35.7,17,2022,246
Czechia,Beroun,2010,18.25,30.71,36,2022,247
Czechia,Beroun,2013,12,27.35,29,2022,248
Czechia,Beroun,2014,12.48,27.63,25,2022,249
Czechia,Beroun,2015,14.46,27.7,25,2022,250
Czechia,Beroun,2016,17.45,24.82,27,2022,251
Czechia,Beroun,2017,18.73,27.42,26,2022,252
Czechia,Beroun,2018,22.56,31.05,27,2022,253
Czechia,Bohumin,2010,47.81,63.89,29,2022,254
Czechia,Bohunice,2019,17.98,22.96,22,2022,255
Czechia,Brno,2010,23.75,30.61,39,2022,256
Czechia,Brno,2013,21.07,24.48,27,2022,257
Czechia,Brno,2014,19,24,27,2022,258
Czechia,Brno,2015,17.68,23.86,26,2022,259
Czechia,Brno,2016,17.62,22.61,25,2022,260
Czechia,Brno,2017,18.82,22.89,25,2022,261
Czechia,Brno,2018,20.13,25.49,23,2022,262
Czechia,Brno-Židenice,2019,19.71,27.99,34,2022,263
Czechia,Ceske Budejovice,2010,19.08,23.16,17,2022,264
Czechia,Ceske Budejovice,2013,18.33,22.64,16,2022,265
Czechia,Ceske Budejovice,2014,16.89,21.58,15,2022,266
Czechia,Ceske Budejovice,2015,14.27,19.74,17,2022,267
Czechia,Ceske Budejovice,2016,18.53,21.75,16,2022,268
Czechia,Ceske Budejovice,2017,14.58,18.49,15,2022,269
Czechia,Ceske Budejovice,2018,15.98,19.84,15,2022,270
Czechia,Cesky Tesin,2016,26.03,32.88,22,2022,271
Czechia,Cesky Tesin,2017,27.03,34.81,22,2022,272
Czechia,Cesky Tesin,2018,29.67,38.44,23,2022,273
Czechia,Chystovice,2013,15.31,19.17,10,2022,274
Czechia,Chystovice,2014,13.71,18.56,8,2022,275
Czechia,Chystovice,2015,11.63,17.43,8,2022,276
Czechia,Chystovice,2016,11.26,16.43,6,2022,277
Czechia,Chystovice,2017,11.04,16.42,7,2022,278
Czechia,Chystovice,2018,14.56,22.61,5,2022,279
Czechia,Decin,2016,25.48,28.98,20,2022,280
Czechia,Decin,2017,22.91,27.3,21,2022,281
Czechia,Decin,2018,23.24,28.82,19,2022,282
Czechia,Doksany,2016,16.56,21.98,13,2022,283
Czechia,Doksany,2017,16.45,21.48,13,2022,284
Czechia,Doksany,2018,17.33,23.18,14,2022,285
Czechia,Dolni Lutyne,2010,50.21,66,20,2022,286
Czechia,Dolni Lutyne,2013,35.77,47,17,2022,287
Czechia,Dolni Lutyne,2014,36.19,48.04,17,2022,288
Czechia,Dolni Lutyne,2015,33.06,41.58,17,2022,289
Czechia,Dolni Lutyne,2016,31.64,39.71,16,2022,290
Czechia,Dolni Lutyne,2017,32.07,40.06,16,2022,291
Czechia,Dolni Lutyne,2018,35.76,43.58,16,2022,292
Czechia,Frydek-Mistek,2016,22.8,26.46,17,2022,293
Czechia,Frydek-Mistek,2017,24.97,29.7,18,2022,294
Czechia,Frydek-Mistek,2018,26.73,31.97,18,2022,295
Czechia,Hradec Kralove,2010,18.87,29.43,26,2022,296
Czechia,Hradec Kralove,2013,21.31,26,24,2022,297
Czechia,Hradec Kralove,2014,21.06,25.71,23,2022,298
Czechia,Hradec Kralove,2015,19.5,25.03,23,2022,299
Czechia,Hradec Kralove,2016,17.28,23.03,22,2022,300
Czechia,Hradec Kralove,2017,18.07,24.19,21,2022,301
Czechia,Hradec Kralove,2018,18.13,24.53,22,2022,302
Czechia,Jihlava,2010,18.55,24.33,16,2022,303
Czechia,Jihlava,2013,16.61,20.3,15,2022,304
Czechia,Jihlava,2014,15.91,20.29,15,2022,305
Czechia,Jihlava,2017,15.71,18.26,14,2022,306
Czechia,Jihlava,2018,18.66,21.76,12,2022,307
Czechia,Kadan,2010,15.42,28.83,16,2022,308
Czechia,Kadan,2016,15.45,22.31,12,2022,309
Czechia,Kadan,2017,14.55,20.53,12,2022,310
Czechia,Kadan,2018,18.75,26.06,13,2022,311
Czechia,Kamenny Ujezd,2016,17.23,21,9,2022,312
Czechia,Kamenny Ujezd,2017,16.54,21.51,10,2022,313
Czechia,Kamenny Ujezd,2018,16.5,21.7,11,2022,314
Czechia,Karvina,2016,27.13,33.82,21,2022,315
Czechia,Karvina,2017,27.01,35.3,21,2022,316
Czechia,Karvina,2018,30.09,39.05,20,2022,317
Czechia,Kladno,2010,16.66,33.61,24,2022,318
Czechia,Kladno,2013,12.39,29,20,2022,319
Czechia,Kladno,2014,11.75,29.71,20,2022,320
Czechia,Kladno,2015,12.3,25.94,16,2022,321
Czechia,Kladno,2016,15.66,22.74,16,2022,322
Czechia,Kladno,2017,17.12,26.4,15,2022,323
Czechia,Kladno,2018,18.98,27.4,16,2022,324
Czechia,Kromeriz,2016,16.58,20.99,10,2022,325
Czechia,Kromeriz,2017,18.48,22.89,9,2022,326
Czechia,Kromeriz,2018,20.77,26.26,9,2022,327
Czechia,Kutna Hora,2018,18.97,24.25,13,2022,328
Czechia,Liberec,2010,23.71,30.29,26,2022,329
Czechia,Liberec,2016,17.06,20.58,17,2022,330
Czechia,Liberec,2017,15.66,18.98,16,2022,331
Czechia,Liberec,2018,18.37,21.79,15,2022,332
Czechia,Marianske Radcice,2010,21.1,35.56,15,2022,333
Czechia,Marianske Radcice,2016,19.1,28.5,12,2022,334
Czechia,Marianske Radcice,2017,18.81,28.52,12,2022,335
Czechia,Marianske Radcice,2018,20.69,33.91,12,2022,336
Czechia,Mlada Boleslav,2015,17.27,23.88,19,2022,337
Czechia,Mlada Boleslav,2016,14.91,21.89,18,2022,338
Czechia,Mlada Boleslav,2018,19.17,24.67,18,2022,339
Czechia,Moravska Trebova,2016,19.09,24.93,17,2022,340
Czechia,Moravska Trebova,2017,19.01,24.4,18,2022,341
Czechia,Moravska Trebova,2018,23.1,28.74,18,2022,342
Czechia,Most,2013,21.76,31.44,21,2022,343
Czechia,Most,2014,22.43,32.5,22,2022,344
Czechia,Most,2015,18.67,28.07,20,2022,345
Czechia,Most,2016,18.44,26.34,21,2022,346
Czechia,Most,2017,18.32,25.78,21,2022,347
Czechia,Most,2018,21,31.31,22,2022,348
Czechia,Nošovice,2019,15.31,19.02,17,2022,349
Czechia,Olomouc,2013,24.58,31.87,22,2022,350
Czechia,Olomouc,2014,24.08,32.14,23,2022,351
Czechia,Olomouc,2015,23.92,30.37,23,2022,352
Czechia,Olomouc,2016,22.01,27.72,22,2022,353
Czechia,Olomouc,2017,23.45,30.38,23,2022,354
Czechia,Olomouc,2018,22.38,29.86,22,2022,355
Czechia,Opava,2016,21.87,24.74,14,2022,356
Czechia,Opava,2017,22.69,26.79,14,2022,357
Czechia,Opava,2018,24.54,31.21,15,2022,358
Czechia,Ostrava,2010,38.13,48.94,35,2022,359
Czechia,Ostrava,2013,31.62,41,26,2022,360
Czechia,Ostrava,2014,29.05,38.64,25,2022,361
Czechia,Ostrava,2015,25.69,32.81,25,2022,362
Czechia,Ostrava,2016,24.06,30.08,23,2022,363
Czechia,Ostrava,2017,24.29,30.4,20,2022,364
Czechia,Ostrava,2018,26.69,34.83,24,2022,365
Czechia,Pardubice,2010,22.08,29.37,20,2022,366
Czechia,Pardubice,2013,21.48,26.71,17,2022,367
Czechia,Pardubice,2014,20.87,26.68,17,2022,368
Czechia,Pardubice,2015,18.68,24.54,16,2022,369
Czechia,Pardubice,2016,16.87,22.15,16,2022,370
Czechia,Pardubice,2017,17.88,23.05,16,2022,371
Czechia,Pardubice,2018,18.66,23.46,16,2022,372
Czechia,Pilsen,2013,21.03,24.62,21,2022,373
Czechia,Pilsen,2014,21.11,25.14,19,2022,374
Czechia,Pilsen,2015,16.08,20.96,19,2022,375
Czechia,Pilsen,2016,17.36,20.55,16,2022,376
Czechia,Pilsen,2017,16.7,21.89,18,2022,377
Czechia,Pilsen,2018,16.34,21.51,17,2022,378
Czechia,Plzen,2010,22.89,24.23,18,2022,379
Czechia,Prague,2010,18.94,29.25,36,2022,380
Czechia,Prague,2013,17.56,26.71,32,2022,381
Czechia,Prague,2014,17.34,27.64,32,2022,382
Czechia,Prague,2015,16.2,23.1,30,2022,383
Czechia,Prague,2016,17.13,22.74,30,2022,384
Czechia,Prague,2017,18,25.07,29,2022,385
Czechia,Prague,2018,19.08,27.26,29,2022,386
Czechia,Prerov,2010,28,34.81,25,2022,387
Czechia,Rozdalovice,2016,16.38,21.33,9,2022,388
Czechia,Rozdalovice,2017,18.6,23.88,9,2022,389
Czechia,Rozdalovice,2018,19.09,23.89,9,2022,390
Czechia,Rychvald,2017,28.72,38.79,19,2022,391
Czechia,Rychvald,2018,31.41,39.57,19,2022,392
Czechia,Sedlec,2010,19.91,24.74,12,2022,393
Czechia,Sedlec,2013,20.26,23.26,10,2022,394
Czechia,Sedlec,2014,19.93,20.6,9,2022,395
Czechia,Sedlec,2016,15.22,18.83,8,2022,396
Czechia,Sedlec,2017,16.04,19.95,9,2022,397
Czechia,Sedlec,2018,18.48,22.96,7,2022,398
Czechia,Sokolov,2010,16.04,21.75,17,2022,399
Czechia,Sokolov,2013,13.43,17.75,15,2022,400
Czechia,Sokolov,2014,14.72,18.28,14,2022,401
Czechia,Sokolov,2015,13.48,17.12,14,2022,402
Czechia,Sokolov,2016,12,16.71,14,2022,403
Czechia,Sokolov,2017,13.01,17.05,15,2022,404
Czechia,Sokolov,2018,15,20.38,14,2022,405
Czechia,Stachy,2016,4.22,7.21,3,2022,406
Czechia,Stachy,2017,4.45,7.16,3,2022,407
Czechia,Stachy,2018,6.77,9.97,3,2022,408
Czechia,Studenka,2013,29.06,36.32,16,2022,409
Czechia,Studenka,2014,25.87,34.72,15,2022,410
Czechia,Studenka,2016,22.54,27.32,14,2022,411
Czechia,Studenka,2017,24.21,29.25,15,2022,412
Czechia,Studenka,2018,25.54,31.79,16,2022,413
Czechia,Šumperk,2019,14.99,18.87,18,2022,414
Czechia,Svratouch,2010,10.94,14.72,9,2022,415
Czechia,Teplice,2010,22.74,32.17,22,2022,416
Czechia,Trinec,2010,36.14,44.37,23,2022,417
Czechia,Trinec,2013,30.55,34.56,18,2022,418
Czechia,Trinec,2014,27.56,30.79,16,2022,419
Czechia,Trinec,2015,24.7,28.06,16,2022,420
Czechia,Trinec,2016,23.54,28.28,15,2022,421
