Country Name,City,Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),Updated Year,Id
Portugal,Porto,2010,8.15,24.96,27,2022,1287
Portugal,Porto Santo,2010,1.78,18.96,3,2022,1288
Portugal,Setubal,2010,9.25,22.29,30,2022,1289
Qatar,Doha,2017,44,148,29,2022,1290
Qatar,Doha,2018,44,181,47,2022,1291
Qatar,Doha,2019,41,208,42,2022,1292
Qatar,Doha,2020,33,108,28,2022,1293
Qatar,Doha,2021,38,150,30,2022,1294
Republic of Korea,Busan,2015,26,46,38,2022,1295
Republic of Korea,Busan,2016,27,44,39,2022,1296
Republic of Korea,Busan,2017,26,44,38,2022,1297
Republic of Korea,Busan,2018,23,41,36,2022,1298
Republic of Korea,Busan,2019,21,36,36,2022,1299
Republic of Korea,Busan,2020,17,30,30,2022,1300
Republic of Korea,Chungcheongbuk-Do,2015,30,51,38,2022,1301
Republic of Korea,Chungcheongbuk-Do,2016,26,45,38,2022,1302
Republic of Korea,Chungcheongbuk-Do,2017,27,44,36,2022,1303
Republic of Korea,Chungcheongbuk-Do,2018,27,44,38,2022,1304
Republic of Korea,Chungcheongbuk-Do,2019,28,44,34,2022,1305
Republic of Korea,Chungcheongbuk-Do,2020,21,34,26,2022,1306
Republic of Korea,Chungcheongnam-Do,2015,29,46,34,2022,1307
Republic of Korea,Chungcheongnam-Do,2016,26,48,36,2022,1308
Republic of Korea,Chungcheongnam-Do,2017,23,44,30,2022,1309
Republic of Korea,Chungcheongnam-Do,2018,21,39,28,2022,1310
Republic of Korea,Chungcheongnam-Do,2019,26,44,26,2022,1311
Republic of Korea,Chungcheongnam-Do,2020,21,37,24,2022,1312
Republic of Korea,Daegu,2015,26,46,39,2022,1313
Republic of Korea,Daegu,2016,24,43,38,2022,1314
Republic of Korea,Daegu,2017,23,42,38,2022,1315
Republic of Korea,Daegu,2018,22,39,36,2022,1316
Republic of Korea,Daegu,2019,22,39,36,2022,1317
Republic of Korea,Daegu,2020,20,34,32,2022,1318
Republic of Korea,Daejeon,2015,28,46,36,2022,1319
Republic of Korea,Daejeon,2016,21,44,36,2022,1320
Republic of Korea,Daejeon,2017,21,45,34,2022,1321
Republic of Korea,Daejeon,2018,22,44,36,2022,1322
Republic of Korea,Daejeon,2019,22,42,36,2022,1323
Republic of Korea,Daejeon,2020,18,33,34,2022,1324
Republic of Korea,Gangwon-Do,2015,26,50,34,2022,1325
Republic of Korea,Gangwon-Do,2016,28,47,34,2022,1326
Republic of Korea,Gangwon-Do,2017,26,44,30,2022,1327
Republic of Korea,Gangwon-Do,2018,23,38,30,2022,1328
Republic of Korea,Gangwon-Do,2019,21,37,21,2022,1329
Republic of Korea,Gangwon-Do,2020,17,30,19,2022,1330
Republic of Korea,Gwangju,2015,26,43,36,2022,1331
Republic of Korea,Gwangju,2016,23,40,34,2022,1332
Republic of Korea,Gwangju,2017,24,40,36,2022,1333
Republic of Korea,Gwangju,2018,24,41,32,2022,1334
Republic of Korea,Gwangju,2019,23,42,34,2022,1335
Republic of Korea,Gwangju,2020,18,30,26,2022,1336
Republic of Korea,Gyeonggi-Do,2015,26,53,55,2022,1337
Republic of Korea,Gyeonggi-Do,2016,28,53,51,2022,1338
Republic of Korea,Gyeonggi-Do,2017,27,51,51,2022,1339
Republic of Korea,Gyeonggi-Do,2018,25,44,47,2022,1340
Republic of Korea,Gyeonggi-Do,2019,26,46,45,2022,1341
Republic of Korea,Gyeonggi-Do,2020,21,39,38,2022,1342
Republic of Korea,Gyeongsangbuk-Do,2015,28,45,34,2022,1343
Republic of Korea,Gyeongsangbuk-Do,2016,23,40,32,2022,1344
Republic of Korea,Gyeongsangbuk-Do,2017,23,40,28,2022,1345
Republic of Korea,Gyeongsangbuk-Do,2018,24,44,28,2022,1346
Republic of Korea,Gyeongsangbuk-Do,2019,20,39,24,2022,1347
Republic of Korea,Gyeongsangbuk-Do,2020,17,31,21,2022,1348
Republic of Korea,Gyeongsangnam-Do,2015,25,46,36,2022,1349
Republic of Korea,Gyeongsangnam-Do,2016,25,45,38,2022,1350
Republic of Korea,Gyeongsangnam-Do,2017,23,43,36,2022,1351
Republic of Korea,Gyeongsangnam-Do,2018,20,41,34,2022,1352
Republic of Korea,Gyeongsangnam-Do,2019,19,38,30,2022,1353
Republic of Korea,Gyeongsangnam-Do,2020,16,29,26,2022,1354
Republic of Korea,Incheon,2015,29,53,49,2022,1355
Republic of Korea,Incheon,2016,26,49,47,2022,1356
Republic of Korea,Incheon,2017,25,46,45,2022,1357
Republic of Korea,Incheon,2018,22,40,47,2022,1358
Republic of Korea,Incheon,2019,23,43,45,2022,1359
Republic of Korea,Incheon,2020,19,34,38,2022,1360
Republic of Korea,Jeju-Do,2015,23,44,21,2022,1361
Republic of Korea,Jeju-Do,2016,22,41,23,2022,1362
Republic of Korea,Jeju-Do,2017,22,37,21,2022,1363
Republic of Korea,Jeju-Do,2018,19,35,17,2022,1364
Republic of Korea,Jeju-Do,2019,19,35,17,2022,1365
Republic of Korea,Jeju-Do,2020,15,30,15,2022,1366
Republic of Korea,Jeollabuk-Do,2015,35,50,30,2022,1367
Republic of Korea,Jeollabuk-Do,2016,31,51,30,2022,1368
Republic of Korea,Jeollabuk-Do,2017,29,48,28,2022,1369
Republic of Korea,Jeollabuk-Do,2018,25,43,24,2022,1370
Republic of Korea,Jeollabuk-Do,2019,26,43,23,2022,1371
Republic of Korea,Jeollabuk-Do,2020,20,33,21,2022,1372
Republic of Korea,Jeollanam-Do,2015,25,38,30,2022,1373
Republic of Korea,Jeollanam-Do,2016,24,37,28,2022,1374
Republic of Korea,Jeollanam-Do,2017,20,36,26,2022,1375
Republic of Korea,Jeollanam-Do,2018,20,35,24,2022,1376
Republic of Korea,Jeollanam-Do,2019,19,33,21,2022,1377
Republic of Korea,Jeollanam-Do,2020,15,28,19,2022,1378
Republic of Korea,Sejong Special Autonomy City,2016,23,46,41,2022,1379
Republic of Korea,Sejong Special Autonomy City,2017,23,47,38,2022,1380
Republic of Korea,Sejong Special Autonomy City,2018,21,40,34,2022,1381
Republic of Korea,Sejong Special Autonomy City,2019,26,44,36,2022,1382
Republic of Korea,Sejong Special Autonomy City,2020,20,36,32,2022,1383
Republic of Korea,Seoul,2015,23,45,60,2022,1384
Republic of Korea,Seoul,2015,23,45,60,2022,1385
Republic of Korea,Seoul,2016,26,48,58,2022,1386
Republic of Korea,Seoul,2017,25,44,56,2022,1387
Republic of Korea,Seoul,2018,23,40,53,2022,1388
Republic of Korea,Seoul,2019,25,42,53,2022,1389
Republic of Korea,Seoul,2020,21,35,45,2022,1390
Republic of Korea,Ulsan,2015,25,46,41,2022,1391
Republic of Korea,Ulsan,2016,23,43,41,2022,1392
Republic of Korea,Ulsan,2017,25,43,41,2022,1393
Republic of Korea,Ulsan,2018,23,40,38,2022,1394
Republic of Korea,Ulsan,2019,20,37,38,2022,1395
Republic of Korea,Ulsan,2020,17,30,34,2022,1396
Romania,Arad,2010,14.44,25.26,20,2022,1397
Romania,Bacau,2010,12.93,21.92,21,2022,1398
Romania,Baia Mare,2010,15.02,24.19,22,2022,1399
Romania,Baia Mare,2010,15.02,24.19,22,2022,1400
Romania,Brasov,2010,14.49,26.5,45,2022,1401
Romania,Bucharest,2010,23.81,34.07,36,2022,1402
Romania,Constanta,2010,15.36,31,27,2022,1403
Romania,Iasi,2010,18.52,22.09,17,2022,1404
Romania,Ploiesti,2010,17.78,33.46,34,2022,1405
Romania,Timisoara,2010,15.42,36.47,30,2022,1406
Senegal,Dakar,2013,30,130,36,2018,1407
Senegal,Dakar,2014,25,125,34,2022,1408
Senegal,Dakar,2015,33,145,20,2022,1409
Senegal,Dakar,2016,29.42,132.86,20,2022,1410
Senegal,Dakar,2017,19.86,143.31,22,2022,1411
Senegal,Dakar,2018,42,136.19,16,2022,1412
Singapore,Singapore,2018,15,29,26,2022,1413
Slovakia,Banska Bystrica,2010,23.97,50,38,2022,1414
Slovakia,Krompachy,2010,23.73,41.08,14,2022,1415
Slovakia,Martin,2010,25.08,36.94,33,2022,1416
Slovakia,Nitra,2010,22.46,34.75,8,2022,1417
Slovakia,Presov,2010,24.01,38.35,33,2022,1418
Slovakia,Zilina,2010,31.23,38.36,35,2022,1419
Slovenia,Ljubljana,2010,21.87,28.17,35,2022,1420
Slovenia,Maribor,2010,22.61,32.66,34,2022,1421
Slovenia,Stalcerji,2010,11.61,14.4,2,2022,1422
Slovenia,Stalcerji,2013,10.57,12.6,2,2022,1423
Slovenia,Stalcerji,2014,9.33,11.41,2,2022,1424
South Africa,Buffalo City,2021,12.63,29.04,11,2022,1425
South Africa,City Of Cape Town,2019,8.07,9.91,24,2022,1426
South Africa,City Of Cape Town,2020,8.92,25.25,8,2022,1427
South Africa,City Of Cape Town,2021,14.86,36.34,17,2022,1428
South Africa,City Of Johannesburg,2012,26.96,57.95,37,2022,1429
South Africa,City Of Johannesburg,2013,23.07,41.04,55,2022,1430
South Africa,City Of Johannesburg,2014,22.86,40.24,42,2022,1431
South Africa,City Of Johannesburg,2015,23.37,42.04,57,2022,1432
South Africa,City Of Johannesburg,2016,24.64,31.99,45,2022,1433
South Africa,City Of Johannesburg,2018,22.68,41.74,36,2022,1434
South Africa,City Of Johannesburg,2019,37.29,57.22,39,2022,1435
South Africa,City Of Johannesburg,2020,41.06,50.44,34,2022,1436
South Africa,City Of Johannesburg,2021,35.47,54.22,39,2022,1437
South Africa,City Of Tshwane,2018,31.33,55.88,27,2022,1438
South Africa,City Of Tshwane,2020,54.57,32.64,35,2022,1439
South Africa,City Of Tshwane,2021,23.39,130.19,21,2022,1440
South Africa,Dr Kenneth Kaunda,2019,43.41,48.82,13,2022,1441
South Africa,Dr Kenneth Kaunda,2021,11.73,23.9,12,2022,1442
South Africa,Ethekwini,2015,15.61,23.74,4,2022,1443
South Africa,Ethekwini,2020,16.83,39.12,36,2022,1444
South Africa,Ethekwini,2021,16.67,39.13,12,2022,1445
South Africa,Fezile Dabi,2012,29.13,80.12,25,2022,1446
South Africa,Fezile Dabi,2014,29.97,57.87,24,2022,1447
South Africa,Fezile Dabi,2020,28.24,53.88,19,2022,1448
South Africa,Fezile Dabi,2021,29.12,61.4,13,2022,1449
South Africa,Gert Sibande,2010,34.49,55.52,27,2022,1450
South Africa,Gert Sibande,2011,25.23,47.91,12,2022,1451
South Africa,Gert Sibande,2012,20.88,52.78,18,2022,1452
South Africa,Gert Sibande,2013,22.96,54.04,17,2022,1453
South Africa,Gert Sibande,2014,17.69,40.2,21,2022,1454
South Africa,Gert Sibande,2015,15.16,46.6,26,2022,1455
South Africa,Gert Sibande,2016,26.08,39.74,19,2022,1456
South Africa,Gert Sibande,2017,22.45,45.94,24,2022,1457
South Africa,Gert Sibande,2018,17.1,41.9,19,2022,1458
South Africa,Gert Sibande,2019,15.42,38.86,23,2022,1459
South Africa,Gert Sibande,2020,19.59,31.91,18,2022,1460
South Africa,Gert Sibande,2021,22.74,48.1,15,2022,1461
South Africa,Greater Sekhukhune,2019,5.3,7.7,15,2022,1462
South Africa,Greater Sekhukhune,2020,7.57,6.05,9,2022,1463
South Africa,Mopani,2019,14.68,32.47,5,2022,1464
South Africa,Mopani,2020,10.84,25.33,4,2022,1465
South Africa,Namakwa,2019,4.05,6.96,4,2022,1466
South Africa,Nelson Mandela Bay,2020,9.99,26.51,10,2022,1467
South Africa,Nelson Mandela Bay,2021,14.4,25.99,8,2022,1468
South Africa,Ngaka Modiri Molema,2019,26.53,67.64,12,2022,1469
South Africa,Ngaka Modiri Molema,2020,13.18,29.41,9,2022,1470
South Africa,Nkangala,2012,20.75,49.94,16,2022,1471
South Africa,Nkangala,2013,22.14,57.14,19,2022,1472
South Africa,Nkangala,2014,14.8,45.2,22,2022,1473
South Africa,Nkangala,2015,21.34,47.38,32,2022,1474
South Africa,Nkangala,2016,15.58,43.06,28,2022,1475
South Africa,Nkangala,2018,21.07,56.67,16,2022,1476
South Africa,Nkangala,2019,27.11,89.75,34,2022,1477
South Africa,Sedibeng,2010,42.56,67.06,36,2022,1478
South Africa,Sedibeng,2012,36.99,59.87,29,2022,1479
South Africa,Sedibeng,2013,29.74,55.96,31,2022,1480
South Africa,Sedibeng,2014,32.63,51.37,26,2022,1481
South Africa,Sedibeng,2015,30.64,49.87,34,2022,1482
South Africa,Sedibeng,2016,59,90.25,71,2022,1483
South Africa,Sedibeng,2018,32.97,62.95,23,2022,1484
South Africa,Sedibeng,2020,28.41,53.71,20,2022,1485
South Africa,Sedibeng,2021,38.87,67.67,24,2022,1486
South Africa,Uthungulu,2019,6.91,19.89,9,2022,1487
South Africa,Waterberg,2011,70.42,64.54,10,2022,1488
South Africa,Waterberg,2012,43.31,85.22,12,2022,1489
South Africa,Waterberg,2013,17.82,47.49,13,2022,1490
South Africa,Waterberg,2014,12.87,29.58,12,2022,1491
South Africa,Waterberg,2015,10.59,28.64,16,2022,1492
South Africa,Waterberg,2016,12.82,30.56,40,2022,1493
South Africa,Waterberg,2017,15.48,41.72,13,2022,1494
South Africa,Waterberg,2018,16.62,43.91,14,2022,1495
South Africa,Waterberg,2019,16.33,48.62,14,2022,1496
South Africa,Waterberg,2020,15.57,41.06,9,2022,1497
South Africa,Waterberg,2021,18.86,44.71,18,2022,1498
South Africa,West Coast,2015,7.47,24.64,8,2022,1499
South Africa,West Coast,2016,8.42,33.28,7,2022,1500
South Africa,West Coast,2017,6.83,20.49,9,2022,1501
South Africa,West Coast,2018,6.1,17.99,7,2022,1502
Spain,Aguimes,2010,7.38,24.84,10,2022,1503
Spain,Albacete,2010,14.16,34.18,13,2022,1504
Spain,Alcora (L'),2010,9.62,32.1,12,2022,1505
Spain,Alcorcon,2010,8.89,25.45,36,2022,1506
Spain,Alcoy/Alcoi,2010,11.06,13,15,2022,1507
Spain,Alfaro,2010,11.26,29.5,11,2022,1508
Spain,Algete,2010,9.36,31.88,13,2022,1509
Spain,Alicante/Alacant,2010,12.14,23.26,27,2022,1510
Spain,Almazora/Almassora,2010,11.82,32.01,26,2022,1511
Spain,Arafo,2010,8.51,19.43,11,2022,1512
Spain,Arona,2010,11.12,23.8,7,2022,1513
Spain,Arrecife,2010,4.95,24.05,8,2022,1514
Spain,Arrubal,2010,10.23,23.32,11,2022,1515
Spain,Arucas,2010,4.82,17.72,5,2022,1516
Spain,Atazar (El),2010,8.91,23.86,4,2022,1517
Spain,Barcarrota,2010,7.64,15.18,3,2022,1518
Spain,Barcelona,2010,17.16,27.42,47,2022,1519
Spain,Benidorm,2010,9.16,12.96,9,2022,1520
Spain,Brena Baja,2010,5.86,21,15,2022,1521
Spain,Bunol,2010,9.25,16.12,16,2022,1522
Spain,Burriana,2010,16.71,18.16,8,2022,1523
Spain,Cadaques,2010,7.89,16.43,2,2022,1524
Spain,Campisabalos,2010,5.66,11.01,2,2022,1525
Spain,Castellon De La Plana,2010,11.07,19.62,18,2022,1526
Spain,Caudete De Las Fuentes,2010,10.45,15.17,9,2022,1527
Spain,Collado Villalba,2010,13.25,30.2,34,2022,1528
Spain,Elda,2010,10.26,14.47,13,2022,1529
Spain,Galilea,2010,9.15,12.99,10,2022,1530
Spain,Gandia,2010,14.23,20.77,17,2022,1531
Spain,Gijon,2010,11.94,30.03,35,2022,1532
Spain,Granadilla De Abona,2010,8.88,25.17,9,2022,1533
Spain,Langreo,2010,16.96,23.89,21,2022,1534
Spain,Llanes,2010,9.25,15.43,5,2022,1535
Spain,Madrid,2010,12.32,21.72,44,2022,1536
Spain,Palma De Mallorca,2010,10.61,23.46,25,2022,1537
Spain,Palmas De Gran Canaria (Las),2010,7.36,21.8,21,2022,1538
Spain,Pamplona,2010,13.31,25,31,2022,1539
Spain,Penausende,2010,4.86,8.72,4,2022,1540
Spain,Pontes De Garcia Rodríguez,2010,7.94,13.14,4,2022,1541
Spain,Pradejon,2010,7.15,22.53,10,2022,1542
Spain,Puerto Del Rosario,2010,6.5,26.09,10,2022,1543
Spain,Puertollano,2010,17.03,27.04,18,2022,1544
Spain,Realejos (Los),2010,4.42,18.17,12,2022,1545
Spain,San Bartolome De Tirajana,2010,8.73,29.02,14,2022,1546
Spain,San Pablo De Los Montes,2010,5.93,11,3,2022,1547
Spain,Sanguesa/Zangoza,2010,15.73,27.23,8,2022,1548
Spain,Santa Cruz De Tenerife,2010,8.79,24.04,25,2022,1549
Spain,Santiago De Compostela,2010,6.28,11.54,15,2022,1550
Spain,Teguise,2010,6.71,21.17,8,2022,1551
Spain,Telde,2010,7.84,18.1,10,2022,1552
Spain,Torms (Els),2010,7.32,12.61,4,2022,1553
Spain,Torrejon De Ardoz,2010,15.01,37.05,25,2022,1554
Spain,Valdemoro,2010,12.92,28.99,24,2022,1555
Spain,Valencia,2010,13,23.16,33,2022,1556
Spain,Valladolid,2010,11.39,19.78,23,2022,1557
Spain,Villa Del Prado,2010,9.07,23.96,8,2022,1558
Spain,Villalba De Guardo,2010,6.74,10.31,3,2022,1559
Spain,Villar Del Arzobispo,2010,9.03,13.92,5,2022,1560
Spain,Villarejo De Salvanes,2010,12.54,32.84,17,2022,1561
Spain,Viver,2010,8.98,18.88,8,2022,1562
Spain,Zarra,2010,5.47,11.89,4,2022,1563
Spain,Zorita Del Maestrazgo,2010,8.4,15.98,5,2022,1564
Sweden,Alvesta,2018,7.03,15.08,8,2022,1565
Sweden,Arlov,2016,6.69,14.86,15,2022,1566
Sweden,Arlov,2017,5.99,15.8,15,2022,1567
Sweden,Arlov,2018,6.66,18.4,14,2022,1568
Sweden,Bredkalen,2010,2.07,3.63,0,2022,1569
Sweden,Göteborg,2010,9.06,18.88,37,2022,1570
Sweden,Klaverod,2010,7.19,13.74,3,2022,1571
Sweden,Kristianstad,2016,8.96,15.39,9,2022,1572
Sweden,Ljungby,2017,5.51,14.74,7,2022,1573
Sweden,Ljungby,2018,6.78,16.69,8,2022,1574
Sweden,Ljungby,2019,4.85,11.08,7,2022,1575
Sweden,Malmö,2010,13.57,18.17,28,2022,1576
Sweden,Olofström,2015,4.51,7.15,8,2022,1577
Sweden,Olofström,2016,3.77,4.92,8,2022,1578
Sweden,Olofström,2018,4.85,15.79,8,2022,1579
Sweden,Onsala,2010,6.51,11.72,4,2022,1580
Sweden,Onsala,2014,6.42,14.18,3,2022,1581
Sweden,Onsala,2015,5.02,15.15,3,2022,1582
Sweden,Onsala,2016,3.77,12.56,4,2022,1583
Sweden,Onsala,2017,3.29,11.88,3,2022,1584
Sweden,Onsala,2018,3.74,12.56,4,2022,1585
Sweden,Onsala,2019,3.94,10.96,3,2022,1586
Sweden,Stockholm,2010,7.84,23.29,38,2022,1587
Sweden,Tingsryd,2018,9.59,13.33,6,2022,1588
Sweden,Umee,2010,4.29,19.35,31,2022,1589
Sweden,Växjö,2017,5.87,11,9,2022,1590
Sweden,Växjö,2019,5.98,12.86,7,2022,1591
Sweden,Visby,2010,8.47,26.41,7,2022,1592
Thailand,Bangkok,2019,23.14,43.14,37,2022,1593
Thailand,Chachoengsao,2019,16,45,21,2022,1594
Thailand,Chiang Mai,2019,33,53,23,2022,1595
Thailand,Chiang Rai,2019,37,52.5,15,2022,1596
Thailand,Chon Buri,2019,20.67,44.67,25,2022,1597
Thailand,Khon Kaen,2019,34,59,19,2022,1598
Thailand,Lampang,2019,30,45.5,10,2022,1599
Thailand,Lamphun,2019,36,57,30,2022,1600
Thailand,Mae Hong Son,2019,31,41,8,2022,1601
Thailand,Nakhon Pathom,2019,22,44,23,2022,1602
Thailand,Nan,2019,29.5,46.5,9,2022,1603
Thailand,Nonthaburi,2019,24.5,44,29,2022,1604
Thailand,Pathum Thani,2019,25,38,28,2022,1605
Thailand,Phayao,2019,18,29,9,2022,1606
Thailand,Phra Nakhon Si Ayutthaya,2019,25,53,24,2022,1607
Thailand,Prachin Buri,2019,25,42,11,2022,1608
Thailand,Ratchaburi,2019,30,54,13,2022,1609
Thailand,Rayong,2019,19.2,44.4,21,2022,1610
Thailand,Samut Prakan,2019,25.8,44.4,30,2022,1611
Thailand,Samut Sakhon,2019,29,49.5,36,2022,1612
Thailand,Saraburi,2019,23,55,32,2022,1613
Thailand,Satun,2019,14,25,6,2022,1614
Thailand,Songkhla,2019,23,33,13,2022,1615
Thailand,Tak,2019,28,54,11,2022,1616
Trinidad and Tobago,Point Lisas,2019,11.9,31.5,16,2022,1617
Trinidad and Tobago,Port Of Spain,2019,13.4,25,9,2022,1618
Turkey,Adnan Menderes,2019,14.25,34.83,23,2022,1619
Turkey,Avcılar,2019,21.52,28.08,38,2022,1620
Turkey,Bağcılar,2019,21.57,44.23,52,2022,1621
Turkey,Evliya Çelebi,2019,18.13,45.41,42,2022,1622
Turkey,Kumköy,2019,14.24,19.12,14,2022,1623
Turkey,Sarıyer,2019,20.3,34.99,31,2022,1624
Turkey,Sultan Ahmet,2019,21.42,32.31,63,2022,1625
Turkey,Üskudar,2019,17.27,30.52,64,2022,1626
United Kingdom,Aberdeen,2010,7.07,13.3,58,2022,1627
United Kingdom,Biandrate,2010,17.23,21.46,38,2022,1628
United Kingdom,Birmingham,2010,14.62,20.48,44,2022,1629
United Kingdom,Bristol,2010,14.21,20.33,48,2022,1630
United Kingdom,Carlisle,2010,15.54,22.47,33,2022,1631
United Kingdom,Chesterfield,2010,13.26,19.87,21,2022,1632
United Kingdom,Didcot,2010,9.46,13.69,12,2022,1633
United Kingdom,Edinburgh,2010,9.49,14.21,27,2022,1634
United Kingdom,Glasgow,2010,17.74,28.63,59,2022,1635
United Kingdom,Grangemouth,2010,11.01,14.4,19,2022,1636
United Kingdom,Hull,2010,9.79,18.54,28,2022,1637
United Kingdom,Inverness,2010,6.88,14.06,24,2022,1638
United Kingdom,Leamington Spa,2010,16.03,20.36,28,2022,1639
United Kingdom,Leeds,2010,16.76,20.97,44,2022,1640
United Kingdom,Liverpool,2010,11.74,17.46,29,2022,1641
United Kingdom,London,2010,14.39,22.71,49,2022,1642
United Kingdom,Middlesbrough,2010,9.43,15.1,22,2022,1643
United Kingdom,Newcastle Upon Tyne,2010,10.39,14.85,34,2022,1644
United Kingdom,Norwich,2010,12,17.8,13,2022,1645
United Kingdom,Nottingham,2010,15.86,23,40,2022,1646
United Kingdom,Oxford,2010,14.35,16.67,40,2022,1647
United Kingdom,Penicuik,2010,4.27,7.79,9,2022,1648
United Kingdom,Port Talbot,2010,9.77,21.77,19,2022,1649
United Kingdom,Salford,2010,14.99,18.52,42,2022,1650
United Kingdom,Sheffield,2010,15.72,21.7,37,2022,1651
United Kingdom,Southampton,2010,13.29,17.75,36,2022,1652
United Kingdom,Stockton-On-Tees,2010,9.37,14.42,21,2022,1653
United Kingdom,Stoke - On - Trent,2010,16.52,22.11,35,2022,1654
United Kingdom,Storrington,2010,14.45,20.38,28,2022,1655
United Kingdom,Swansea,2010,8.99,15.75,36,2022,1656
United Kingdom,Wrexham,2010,9.84,14.28,24,2022,1657
United Kingdom,York,2010,13.59,19.16,49,2022,1658
